Bezeichnung_der_Einrichtung;Strasse;PLZ;Ort;E_Mail;Telefon;Bezeichnung_des_Traegers;Familienzentrum;Bezeichnung_des_Jugendamts;Strasse;PLZ;Ort
"AWO Kindergarten und Familienzentrum &quot;Bunte Welt&quot;";Kaiser-Otto-Weg 13;59494;Soest;kg-buntewelt@die-awo.de;02921/77059;Arbeiterwohlfahrt Unterbezirk Hochsauerland / Soest JA Stadt Soest;ja;Stadtverwaltung Soest;Am Vreithof 8;59494;Soest
Waldorfkindergarten Soest e.V.;Wisbyring 13b;59494;Soest;vorstand@waldorfkindergarten-soest.de;02921 33064;Waldorfkindergarten Soest e.V.;nein;Stadtverwaltung Soest;Am Vreithof 8;59494;Soest
Kindergarten Sternschnuppe;Warsteiner Weg 8;59494;Soest;kindergarten-sternschnuppe@gmx.de;02921/73959;Ev. Verein für Kinder Thomähofe e. V. Sternschnuppe;ja;Stadtverwaltung Soest;Am Vreithof 8;59494;Soest
Katharina-von-Bora-Kindergarten;Patrocliweg 8;59494;Soest;katharina-von-bora.soest@kindergartenverbund.de;02921/9817954;Ev. Kindergarten Katharina-von-Bora. Kindergartenträgerverbund;nein;Stadtverwaltung Soest;Am Vreithof 8;59494;Soest
"Kindertagesstätte &quot;Hexenhäuschen&quot;";Lindenstr. 15;59581;Warstein;kita.hexenhaeuschen@t-online.de;02902/9119940;PariSozial gGmbH (Warstein);nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Kath. Kindergarten St. Antoniusstift. Allagen;Eilmecke 13;59581;Warstein;antonius-allagen@kath-kitas-hellweg.de;02925/2992;Kath. Kindertageseinrichtungen Hellweg gem.GmbH ;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Städt. Kindergarten Lönsstraße;Lönsstraße 4;59581;Warstein-Suttrop;j.heinert@warstein.de;02902 - 81360;Stadt Warstein. Der Bürgermeister;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Städt. Kindergarten Dornröschenweg;Dornröschenweg 8;59581;Warstein;j.heinert@warstein.de;02902 - 81360;Stadt Warstein. Der Bürgermeister;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Familienzentrum NestWerkstatt;Schrewenfeld 51;59581;Warstein;info@nestwerkstatt-allagen.de;02925 3704;Familien- und Generationennetzwerk Vogelnest e. V.;ja;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Städt. Kindergarten Salzbörnchen;Am Salzbörnchen 11;59581;Warstein;j.heinert@warstein.de;02902 - 81360;Stadt Warstein. Der Bürgermeister;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Städt. Kindergarten Lippkamp;Livlandweg 5;59581;Warstein-Sichtigvor;j.heinert@warstein.de;02902 - 81360;Stadt Warstein. Der Bürgermeister;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Städt. Kindergarten Hirschberg;Böckelmannstraße 3;59581;Warstein;j.heinert@warstein.de;02902 - 81360;Stadt Warstein. Der Bürgermeister;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Kath. Kindergarten Heilig Kreuz;Lanfer 51;59581;Warstein;heilig-kreuz-belecke@kath-kitas-hellweg.de;02902-75070;Kath. Kindertageseinrichtungen Hellweg gem.GmbH ;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Familienzentrum Haus für Kinder ;Am Mühlenbruch 18;59581;Warstein;hausfuerkinder@outlook.de;02902 - 3428;Stadt Warstein. Der Bürgermeister;ja;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Ev. Zachäus Kindergarten ;Veilchenweg 19;59581;Warstein;zachaeus.warstein@kindergartenverbund.de;02902 7347;Ev. Kirchenkreis Arnsberg Kindergartenverbund - Zachäus. Warstein;ja;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Kath. Kindergarten St. Pankratius. Belecke;Am Propsteiberg 1a;59581;Warstein;pankratius-belecke@kath-kitas-hellweg.de;02902-71060;Kath. Kindertageseinrichtungen Hellweg gem.GmbH ;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
"Städt. Kindertageseinrichtung &quot;Rappelkiste&quot;";Jahnstraße 10;59581;Warstein-Sichtigvor;fz-rappelkiste@outlook.de;02925 - 2645;Stadt Warstein. Der Bürgermeister;ja;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Städt. Kindergarten Niederbergheim;Spiekerecke 17;59581;Warstein-Niederbergheim;j.heinert@warstein.de;02902 - 81360;Stadt Warstein. Der Bürgermeister;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Kath. Kindergarten St. Petrus;Haspeler Ring 122;59581;Warstein;kindergarten-st.petrus@t-online.de;02902/4101;Kath. Kirchengemeinde St. Pankratius. Warstein;nein;Stadtverwaltung Warstein;Dieplohstraße 1;59581;Warstein
Städt. Kindergarten Dedinghausen;Am Birkhof 40;59558;Lippstadt;kindergarten-dedinghausen@versanet.de;02941/14381;Stadtverwaltung Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kindertagesstätte Blauland;Görresstr. 53;59557;Lippstadt;info@familienzentrum-blauland.de;02941/244437;Stadtverwaltung Lippstadt;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"Kindertagesstätte &quot;Fabuli&quot;";Am Brünningsberg 8+9;59556;Lippstadt;kita-fabuli@t-online.de;02945/5410;PariAktiv gGmbH;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"Integrative Kindertageseinrichtung &quot;Tandem&quot;";Holzstr. 27;59556;Lippstadt;h.grossekathoefer@lebenshilfe-lippstadt.de;02941/8443;"Integrative Kindertageseinrichtung  gGmbH &quot;Tandem&quot;";nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kindertagesstätte Phantásien;Goerdeler Str. 72;59557;Lippstadt;kita@phantasien-familienzentrum.de;02941/244259;Stadtverwaltung Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kindertagesstätte Krümelhausen;Georg-Weerth-Straße 3;59555;Lippstadt;kruemelhausen@t-online.de;02941-64338;PariAktiv gGmbH;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindergarten St. Josef. Bad Waldliesborn;Beermannweg 4;59556;Lippstadt;kita.stjosef-badwaldliesborn@bistum-muenster.de;02941 - 8374;Kath. Kirchengemeinde St. Margareta;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"Kindertagesstätte Verein &quot;Für unsere Kinder&quot;";Klosterstr. 8;59555;Lippstadt;info@gemeindeverband-hellweg.de;02941/79069;"Verein &quot;Für unsere Kinder&quot; e.V.  Vors. Herr Axel Bohnhorst";nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindergarten St. Josef;Bökenförder Str. 89a;59557;Lippstadt;josef-lippstadt@kath-kitas-hellweg.de;02941/15984;Kath. Kindertageseinrichtungen Hellweg gem GmbH ;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"AWO Kindergarten und Familienzentrum &quot;Fantadu&quot;";Niemöllerallee 42;59555;Lippstadt;kg-fantadu@die-awo.de;02941/61874;Arbeiterwohlfahrt Unterbezirk Hochsauerland / Soest JA Stadt Lippstadt;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Ev. Johannes-Kindergarten;Boschstr. 49;59557;Lippstadt;johannes.lippstadt@kindergartenverbund.de;02941/12374;Kindergartenträgerverbund des Kirchenkreises Soest. Lippstadt;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"AWO Kindergarten und Familienzentrum im Verbund  &quot;Kinderland&quot;";Nußbaumallee 13 a;59557;Lippstadt;kg-kinderland@die-awo.de;02941/18774;Arbeiterwohlfahrt Unterbezirk Hochsauerland / Soest JA Stadt Lippstadt;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Ev. Jakobi-Kindergarten;Brüderstr. 17;59555;Lippstadt;jakobi.lippstadt@kindergartenverbund.de;02941/4612;Kindergartenträgerverbund des Kirchenkreises Soest. Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindertagesstätte St. Nicolai;Soeststr. 37;59555;Lippstadt;nicolai-lippstadt@kath-kitas-hellweg.de;02941/286893-0;Kath. Kindertageseinrichtungen Hellweg gem GmbH ;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"AWO Kindergarten und Familienzentrum im Verbund &quot;Löwenzahn&quot;";Schlehenstraße 1;59558;Lippstadt;kg-loewenzahn@die-awo.de;02941/22898;Arbeiterwohlfahrt Unterbezirk Hochsauerland / Soest JA Stadt Lippstadt;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindergarten St. Martin. Benninghausen;Dorfstr. 19;59556;Lippstadt;martin-benninghausen@kath-kitas-hellweg.de;02945/5586;Kath. Kindertageseinrichtungen Hellweg gem GmbH ;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Hella-Kinderhaus;Steinstr. 23;59557;Lippstadt;nicht vorhanden;nicht vorhanden;"Verein &quot;Lichtpunkt Familie&quot;";nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindergarten St. Michael. Lipperode;Dunkler Weg 8;59558;Lippstadt;michael-lippstadt@kath-kitas-hellweg.de;02941/63239;Kath. Kindertageseinrichtungen Hellweg gem GmbH ;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Hella-Kinderhaus Am Waldschlößchen;Graf-Adolf-Straße 47;59555;Lippstadt;alexandra.mammana@avitea.de;02941/270534;"Verein &quot;Lichtpunkt Familie&quot;";nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kindergarten Maria Frieden;Friedenstr. 2c;59558;Lippstadt;hkkoehler@gmx.de;02941/80430;Kirchengemeinde Maria Frieden;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kindergarten St. Elisabeth;Friedrichstr. 3a;59555;Lippstadt;elisabeth-lippstadt@kath-kitas-hellweg.de;02941/6604930;Kath. Kindertageseinrichtungen Hellweg gem GmbH ;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Städt. Kindergarten Esbeck;Holtackerweg 6;59558;Lippstadt;kita-esbeck@versanet.de;02941/5560;Stadtverwaltung Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Ev. Wichern-Kindergarten;Juchaczstr. 23;59555;Lippstadt;wichern.lippstadt@kindergartenverbund.de;02941/62387;Kindergartenträgerverbund des Kirchenkreises Soest. Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Städt. Kindergarten Hörste;Kirchweg 8 a;59558;Lippstadt;kiga.hoerste@web.de;02948/555;Stadtverwaltung Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindergarten St. Pius;Landsberger Str.4;59557;Lippstadt;info@sankt-pius.info;02941/13795;Kath. Kirchengemeinde St. Pius;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kindergarten Mariä Himmelfahrt. Cappel;Martinswinkel 2a;59556;Lippstadt;Kiga_cappel@gmx.de;02941/4420;Kath. Kirchengemeinde Mariä Himmelfahrt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kindergarten St. Josef. Eickelborn;Michaelstr. 12;59556;Lippstadt;josef-eickelborn@kath-kitas-hellweg.de;02945/6465;Kath. Kindertageseinrichtungen Hellweg gem GmbH ;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kindergarten Lummerland;Nordstr. 2;59555;Lippstadt;kiga-lummerland@versanet.de;02941/3030;Stadtverwaltung Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"AWO Kindergarten und Familienzentrum im Verbund &quot;Bullerbü&quot;";Nußbaumallee 13;59557;Lippstadt;kg-bullerbue@die-awo.de;02941/14875;Arbeiterwohlfahrt Unterbezirk Hochsauerland / Soest JA Stadt Lippstadt;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindergarten Roncalli;Roncalliweg 42;59555;Lippstadt;roncalli@familienzentrum-am-stadtwald.de;02941/3645;Kath. Kirchengemeinde St. Antonius;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"Städt. Kindergarten &quot;Li-La-Launeland&quot;";Rüthener Str. 19 a;59558;Lippstadt;LiLaLauneland@versanet.de;02941/10287;Stadtverwaltung Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindertagesstätte St. Bonifatius;Ulmenstr. 28;59557;Lippstadt;bonifatius-lippstadt@kath-kitas-hellweg.de;02941/13374;Kath. Kindertageseinrichtungen Hellweg gem GmbH ;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"Städt. Kindergarten &quot;Rixbecker Zwergenburg&quot;";Unterdorf 2;59558;Lippstadt;kiga-rixbeck@versanet.de;02941/13745;Stadtverwaltung Lippstadt;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Ev. Kindergarten Lipperode;Wilhelmstr. 4a;59558;Lippstadt;info@ev-kiga-lipperode.de;02941/61890;Ev. Kirchengemeinde Lipperode;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"AWO Kindergarten und Familienzentrum &quot;Panama&quot;";Klockowstraße 6;59555;Lippstadt;kg-panama@die-awo.de;02941/3007;Arbeiterwohlfahrt Unterbezirk Hochsauerland / Soest JA Stadt Lippstadt;ja;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
"Kiga &quot;Pfiffikus&quot;  Overhagen";Glockenweg  1;59556;Lippstadt;kindergarten-pfiffikus@web.de;02941/25500;Kindergarteninitiative Overhagen e.V.;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kita Am Wasserturm;Raiffeisenstraße 14;59557;Lippstadt;kita-wasserturm@t-online.de;02941/2029347;PariAktiv gGmbH;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
INI Natur- und Waldkindergarten;Am Tiergarten 8;59555;Lippstadt;waldkindergarten@ini.de;02941/9516266;INITEC GmbH (g)- Gesellschaft für Ausbildung und Arbeit;nein;Stadtverwaltung Lippstadt;Ostwall 1;59555;Lippstadt
Kath. Kindertageseinrichtung St. Marien;Kirchplatz 6;58730; Fröndenberg;kigastmarien@fip-froendenberg.de;02373 / 72281;Kath. Kindertageseinrichtung Ruhr-Mark gem. GmbH - JA Kreis Unna;ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
AWO Kindertageseinrichtung Hirschberg;Hirschberg 11;58730;Fröndenberg;hirschberg@awoubunna.de;02373 76752;Arbeiterwohlfahrt Unterbezirk Unna;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
Ev. Kindertageseinrichtung Oase;Schröerstr. 13;58730;Fröndenberg;nicht vorhanden;237372292;Ev. Kirchenkreis Unna;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"DRK Kindertageseinrichtung &quot;Nordlicht&quot;";Nordstrasse 32;59199;Bönen;drk-kita-nordlicht@drk-kv-unna.de;02383-9577900;DRK-Kreisverband Unna e.V. (Bönen);nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"Ev. Kindertageseinrichtung &quot;Katharina Luther&quot;";Bahnhofstr. 262;59199;Bönen;HAM-KITA-Katharinaluther-Boenen@kirchenkreis-hamm.de;02383/1577;Ev. Kirchenkreis Hamm (6-9);nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"Ev. Kindertageseinrichtung &quot;Martin Niemöller&quot;";Niemöllerstr. 18;59199;Bönen;HAM-KITA-Martinniemoeller@kirchenkreis-hamm.de;02383/1077;Ev. Kirchenkreis Hamm (6-9);ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
NN;NN;59439;Holzwickede;nicht vorhanden;nicht vorhanden;N.N;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
Kath. Kindertageseinrichtung St. Bonifatius;Bahnhofstr. 18 a;59199;Bönen;ktkstboni-boenen@gswcom.biz;02383 / 3203;42906 - Kath. Kirchengemeinde St. Bonifatius. Bönen;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
AWO Kindertageseinrichtung Sonnenkäfer;Dorfstr. 34;59439;Holzwickede;kita-sonnenblume@awo-un.de;02301 / 3773;Arbeiterwohlfahrt Unterbezirk Unna;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
Kath. Kindertageseinrichtung Christ-König;Kirchstr.  17;59199;Bönen;kitachristkoenig@gmx.de;02383 / 2850;42907 - Kath. Kirchengemeinde Christ König. Bönen;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
Kath. Kindertageseinrichtung Herz Jesu;Hohenheide 101 a;58730;Fröndenberg;kigaherzjesu@fip-froendenberg.de;02373 / 77391;Kath. Kindertageseinrichtung Ruhr-Mark gem. GmbH - JA Kreis Unna;ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"Ev. Kindertageseinrichtung &quot;Zur Wasserburg&quot;.";Burgstr. 7;58730;Fröndenberg;kita.wasserburg@evkku.de;23039479950;Ev. Kirchenkreis Unna;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
Kath. Kindertageseinrichtung Christ-König;Landstr. 17;58730;Fröndenberg;kigachristkoenig@fip-froendenberg.de;02373 / 70269;Kath. Kindertageseinrichtungen Ruhr-Mark gem. GmbH - JA Kreis Unna;ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"Ev. Familienzentrum &quot;Löwenzahn&quot;";Goethestr.  6a;59439;Holzwickede;loewenzahn-howi@gmx.de;23015836;"Ev. Kirchengemeinde Holzwickede &amp; Opherdicke";ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"Ev. Familienzentrum &quot;Nord-Licht&quot;";Nordstr.  60;59439;Holzwickede;kita-nordlicht@kirchenkreis-unna.de;02301 7658;"Ev. Kirchengemeinde Holzwickede &amp; Opherdicke";ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
Kath. Kindertageseinrichtung Liebfrauen;Hauptstr.53;59439;Holzwickede;info@liebfrauen-kindergarten.de;02301 / 7173;42908 - Kath. Kirchengemeinde Liebfrauen. Holzwickede;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"Ev. Kindertageseinrichtung &quot;Schatzkiste&quot;";Schwerter Str. 15;59439;Holzwickede;DieSchatzkiste@kirchenkreis-unna.de;02301 4164;"Ev. Kirchengemeinde Holzwickede &amp; Opherdicke";nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"DRK Kindertageseinrichtung &quot;Villa Kunterbunt&quot;";Im Rottland 3;58730;Fröndenberg;m.gottschalk@drk-kv-unna.de;23788907813;DRK-Kreisverband Unna e.V. (Fröndenberg);nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
AWO Kindertageseinrichtung Sonnenblume;Dorfstr. 34;59439;Holzwickede;kita-sonnenblume@awo-un.de;02301 3773;Arbeiterwohlfahrt Unterbezirk Unna;ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
Kath. Kindertageseinrichtung St. Josef;Graf-Adolf-Str. 64;58730;Fröndenberg;kigastjosef@fip-froendenberg.de;02373 / 72550;Kath. Kindertageseinrichtung Ruhr-Mark gem. GmbH - JA Kreis Unna;ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
AWO Kindertageseinrichtung Schatzkästchen;Dürerstr. 73 a;59199;Bönen;schatzkaestchen@gswcom.biz;02383/4770;Arbeiterwohlfahrt Unterbezirk Unna;ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
AWO Kindertageseinrichtung Auf dem Mühlbenberg;von-Stauffenberg-Str.  12;58730;Fröndenberg;kita.muehlenberg@awoubunna.de;02373 71201;Arbeiterwohlfahrt Unterbezirk Unna;ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
HEV-Kindertageseinrichtung;Karl-Brauckmann-Straße 7;59439;Holzwickede;annette.willutzki@hev-kindergarten.de;02301 4713;Holzwickeder Elternselbsthilfe  Vorschulerziehung e. V.;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"Ev. Kindertageseinrichtung &quot;Immanuel&quot;";Hermannstr. 2;59199;Bönen;HAM-KITA-Immanuel-Boenen@kirchenkreis-hamm.de;02383/57339;Ev. Kirchenkreis Hamm (6-9);nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
EDK Kindertageseinrichtung Ruhrpiraten;Friedrich-Ebert-Str. 1;58730;Fröndenberg-Dellwig;team@ruhrpiraten.net;02378 1726;Elterninitiative Dellwiger Kg. e.V.;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"DRK Kindertageseinrichtung &quot;Puzzlekiste&quot;";Woortstr.  100;59199;Bönen;drk-kita-boenen@drk-kv-unna.de;02383 5150;DRK-Kreisverband Unna e.V. (Bönen);nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
AWO Kindertageseinrichtung Wühlmäuse;Friedhofstr. 11;59439;Holzwickede;kita-wuehlmaeuse@awo-un.de;02301 3902;Arbeiterwohlfahrt Unterbezirk Unna;ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"Ev. Kindertageseinrichtung &quot;Alter Bahnhof Lenningsen&quot;";Birkenweg 16;59199;Bönen-Lenningsen;HAM-KITA-Alterbahnhof@kirchenkreis-hamm.de;02383/1447;Ev. Kirchenkreis Hamm (6-9);ja;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
"DRK-Kindertageseinrichtung &quot;Hokuspokus&quot;";Hauptstr.  113;59439;Holzwickede;drk-kita-holzwickede@drk-kv-unna.de;02301-2014;DRK Kreisverband Unna e.V. (Holzwickede);nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
Ev. Kindertageseinrichtung Matthias-Claudius;Friedhofstr. 13;58730;Fröndenberg;kigamc@gmx.de;02373 7311;Ev. Kirchenkreis Unna;nein;Kreisverwaltung Unna;Hansastr. 4;59425;Unna
AWO Kindertageseinrichtung Wackelzahn;Am Wiehagen 34;59192;Bergkamen;jokens@awoubunna.de;02307 9122141;Arbeiterwohlfahrt Unterbezirk Unna;nein;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
"Städt. KiTa &quot;Sprösslinge&quot;";Kamer Heide 51;59192;Bergkamen;sproesslinge@helimail.de;02307-86185;Stadtverwaltung;nein;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
AWO Kindertageseinrichtung Vorstadtstrolche;Schulstr. 8;59192;Bergkamen;jokens@awoubunna.de;02307 9122141;Arbeiterwohlfahrt Unterbezirk Unna;ja;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
"Ev. Kindergarten &quot;Bodelschwinghhaus&quot;";Ebertstr. 20;59192;Bergkamen;kita-ebertstr@helimail.de;02307/88177;Kirchenkreis Unna;ja;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
Kinderhort Friedenskirchengemeinde;Schulstr. 156;59192;Bergkamen;nicht vorhanden;230760878;Ev. Friedenskirchengemeinde Bergkamen;nein;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
"Ev. Kindergarten &quot;Büscherstiftung&quot;";Büscherstr. 46;59192;Bergkamen;kita-buescherst@helimail.de;02307-88176;Kirchenkreis Unna;ja;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
Kath. Kindergarten St. Elisabeth;Pestalozzistr. 8;59192;Bergkamen-Mitte;elisabeth-bergkamen@kath-kitas-ruhr-mark.de;02307 / 80377;Katholische Kindertageseinrichtungen Ruhr-Mark gem. GmbH - JA Stadt Bergkamen;nein;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
"Städt. KiTa &quot;Tausendfüssler&quot;";Im Sundern 7;59192;Bergkamen;tausendfuessler@helimail.de;02306-80141;Stadtverwaltung;ja;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
"Ev. Kindergarten &quot;Arche Noah&quot;";Rünther Str. 42;59192;Bergkamen;nicht vorhanden;2389537196;Ev. Martin-Luther-Kirchengemeinde Bergkamen;nein;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
Kath. Kindergarten Montessori ;Overberger Str. 4;59192;Bergkamen-Rünthe;montessori-bergkamen@kath-kitas-ruhr-mark.de;02389 / 3599;Katholische Kindertageseinrichtungen Ruhr-Mark gem. GmbH - JA Stadt Bergkamen;ja;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
Kath. Kindergarten St. Michael;Lindenweg 24;59192;Bergk.-Weddinghofen;kindergarten@st-michael-bergkamen.de;02307 / 60030;Katholische Kindertageseinrichtungen Ruhr-Mark gem. GmbH - JA Stadt Bergkamen;nein;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
Kath. Kindergarten St. Elisabeth. Oberaden;Am Römerberg 2;59192;Bergkamen-Oberaden;elisabeth-oberaden@kath-kitas-ruhr-mark.de;02306 / 8713;Katholische Kindertageseinrichtungen Ruhr-Mark gem. GmbH - JA Stadt Bergkamen;nein;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
"Ev. Kindergarten &quot;Grüner Weg&quot;";Grüner Weg 1;59192;Bergkamen;nicht vorhanden;230761494;Kirchenkreis Unna;nein;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
"Ev. Kindergarten &quot;Mittendrin&quot;";Am Römerberg 40;59192;Bergkamen;kita_mittendrin@web.de;02306/80304;Ev. Martin-Luther-Kirchengemeinde Bergkamen;ja;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
AWO Kindertageseinrichtung Springmäuse;Am Südhang 10;59192;Bergkamen;jokens@awoubunna.de;02307-61499;Arbeiterwohlfahrt Unterbezirk Unna;ja;Stadtverwaltung Bergkamen;Rathausplatz 1;59192;Bergkamen
